Total:,601
0,601
1,601
2,601
3,601
4,601
5,601
6,601
7,601
8,601
9,601
10,601
11,601
12,601
13,601
14,601
15,601
16,601
17,601
18,601
19,601
20,601
21,601
22,601
23,601
24,601
25,601
26,601
27,601
28,601
29,601
30,601
31,601
32,601
33,601
34,601
35,601
36,601
37,601
38,601
39,601
40,601
41,601
42,601
43,601
44,601
45,601
46,601
47,601
48,601
49,601
Total:,602
0,602
1,602
2,602
3,602
4,602
5,602
6,602
7,602
8,602
9,602
10,602
11,602
12,602
13,602
14,602
15,602
16,602
17,602
18,602
19,602
20,602
21,602
22,602
23,602
24,602
25,602
26,602
27,602
28,602
29,602
30,602
31,602
32,602
33,602
34,602
35,602
36,602
37,602
38,602
39,602
40,602
41,602
42,602
43,602
44,602
45,602
46,602
47,602
48,602
49,602
Total:,602
0,602
1,602
2,602
3,602
4,602
5,602
6,602
7,602
8,602
9,602
10,602
11,602
12,602
13,602
14,602
15,602
16,602
17,602
18,602
19,602
20,602
21,602
22,602
23,602
24,602
25,602
26,602
27,602
28,602
29,602
30,602
31,602
32,602
33,602
34,602
35,602
36,602
37,602
38,602
39,602
40,602
41,602
42,602
43,602
44,602
45,602
46,602
47,602
48,602
49,602
