Total:,615
0,615
1,615
2,615
3,615
4,615
5,615
6,615
7,615
8,615
9,615
10,615
11,615
12,615
13,615
14,615
15,615
16,615
17,615
18,615
19,615
20,615
21,615
22,615
23,615
24,615
25,615
26,615
27,615
28,615
29,615
30,615
31,615
32,615
33,615
34,615
35,615
36,615
37,615
38,615
39,615
40,615
41,615
42,615
43,615
44,615
45,615
46,615
47,615
48,615
49,615
Total:,614
0,566
1,614
2,614
3,614
4,614
5,614
6,614
7,614
8,614
9,614
10,614
11,614
12,614
13,614
14,614
15,614
16,614
17,614
18,614
19,614
20,614
21,614
22,614
23,614
24,614
25,614
26,614
27,614
28,614
29,614
30,614
31,614
32,614
33,614
34,614
35,614
36,614
37,614
38,614
39,614
40,614
41,614
42,614
43,614
44,614
45,614
46,614
47,614
48,614
49,614
Total:,615
0,615
1,615
2,615
3,615
4,615
5,615
6,615
7,615
8,615
9,615
10,615
11,615
12,615
13,615
14,615
15,615
16,615
17,615
18,615
19,615
20,615
21,615
22,611
23,615
24,615
25,615
26,615
27,615
28,615
29,615
30,615
31,615
32,615
33,615
34,615
35,615
36,615
37,615
38,615
39,615
40,615
41,615
42,615
43,615
44,615
45,615
46,615
47,615
48,615
49,615
Total:,615
0,615
1,615
2,615
3,615
4,615
5,615
6,615
7,615
8,615
9,615
10,615
11,615
12,615
13,615
14,615
15,615
16,615
17,615
18,615
19,615
20,615
21,615
22,615
23,615
24,615
25,615
26,615
27,615
28,615
29,615
30,615
31,615
32,615
33,615
34,615
35,615
36,615
37,615
38,615
39,615
40,615
41,615
42,615
43,615
44,615
45,615
46,615
47,615
48,615
49,615
Total:,614
0,566
1,614
2,614
3,614
4,614
5,614
6,614
7,614
8,614
9,614
10,614
11,614
12,614
13,614
14,614
15,614
16,614
17,614
18,614
19,614
20,614
21,614
22,614
23,614
24,614
25,614
26,614
27,614
28,614
29,614
30,614
31,614
32,614
33,614
34,614
35,614
36,614
37,614
38,614
39,614
40,614
41,614
42,614
43,614
44,614
45,614
46,614
47,614
48,614
49,614
Total:,615
0,615
1,615
2,615
3,615
4,615
5,615
6,615
7,615
8,615
9,615
10,615
11,615
12,615
13,615
14,615
15,615
16,615
17,615
18,615
19,615
20,615
21,615
22,611
23,615
24,615
25,615
26,615
27,615
28,615
29,615
30,615
31,615
32,615
33,615
34,615
35,615
36,615
37,615
38,615
39,615
40,615
41,615
42,615
43,615
44,615
45,615
46,615
47,615
48,615
49,615
