Total:,602
0,602
1,602
2,602
3,602
4,602
5,602
6,602
7,602
8,602
9,602
10,602
11,602
12,602
13,602
14,602
15,602
16,602
17,602
18,602
19,602
20,602
21,602
22,602
23,602
24,602
25,602
26,602
27,602
28,602
29,602
30,602
31,602
32,602
33,602
34,602
35,602
36,602
37,602
38,602
39,602
40,602
41,602
42,602
43,602
44,602
45,602
46,602
47,602
48,602
49,602
Total:,603
0,603
1,603
2,603
3,603
4,603
5,603
6,603
7,603
8,603
9,603
10,603
11,603
12,603
13,603
14,603
15,603
16,603
17,603
18,603
19,603
20,603
21,603
22,603
23,603
24,603
25,603
26,603
27,603
28,603
29,603
30,603
31,603
32,603
33,603
34,603
35,603
36,603
37,603
38,603
39,603
40,603
41,603
42,603
43,603
44,603
45,603
46,603
47,603
48,603
49,603
Total:,602
0,602
1,602
2,602
3,602
4,602
5,602
6,602
7,602
8,602
9,602
10,602
11,602
12,602
13,602
14,602
15,602
16,602
17,602
18,602
19,602
20,602
21,602
22,602
23,602
24,602
25,602
26,602
27,602
28,602
29,602
30,602
31,602
32,602
33,602
34,602
35,602
36,602
37,602
38,602
39,602
40,602
41,602
42,602
43,602
44,602
45,602
46,602
47,602
48,602
49,602
Total:,602
0,602
1,602
2,602
3,602
4,602
5,602
6,602
7,602
8,602
9,602
10,602
11,602
12,602
13,602
14,602
15,602
16,602
17,602
18,602
19,602
20,602
21,602
22,602
23,602
24,602
25,602
26,602
27,602
28,602
29,602
30,602
31,602
32,602
33,602
34,602
35,602
36,602
37,602
38,602
39,602
40,602
41,602
42,602
43,602
44,602
45,602
46,602
47,602
48,602
49,602
Total:,603
0,603
1,603
2,603
3,603
4,603
5,603
6,603
7,603
8,603
9,603
10,603
11,603
12,603
13,603
14,603
15,603
16,603
17,603
18,603
19,603
20,603
21,603
22,603
23,603
24,603
25,603
26,603
27,603
28,603
29,603
30,603
31,603
32,603
33,603
34,603
35,603
36,603
37,603
38,603
39,603
40,603
41,603
42,603
43,603
44,603
45,603
46,603
47,603
48,603
49,603
Total:,602
0,602
1,602
2,602
3,602
4,602
5,602
6,602
7,602
8,602
9,602
10,602
11,602
12,602
13,602
14,602
15,602
16,602
17,602
18,602
19,602
20,602
21,602
22,602
23,602
24,602
25,602
26,602
27,602
28,602
29,602
30,602
31,602
32,602
33,602
34,602
35,602
36,602
37,602
38,602
39,602
40,602
41,602
42,602
43,602
44,602
45,602
46,602
47,602
48,602
49,602
