Total:,610
0,610
1,610
2,610
3,610
4,610
5,610
6,610
7,610
8,610
9,609
10,610
11,610
12,610
13,610
14,610
15,610
16,610
17,610
18,610
19,610
20,610
21,610
22,610
23,610
24,610
25,610
26,610
27,610
28,610
29,610
30,610
31,610
32,610
33,610
34,610
35,610
36,610
37,610
38,610
39,610
40,610
41,610
42,610
43,610
44,610
45,610
46,610
47,610
48,610
49,610
Total:,619
0,619
1,619
2,619
3,619
4,618
5,619
6,619
7,619
8,619
9,619
10,619
11,619
12,619
13,619
14,619
15,619
16,619
17,619
18,619
19,619
20,619
21,619
22,619
23,619
24,619
25,619
26,619
27,619
28,619
29,619
30,619
31,619
32,619
33,619
34,619
35,619
36,619
37,619
38,619
39,619
40,619
41,619
42,619
43,619
44,619
45,619
46,619
47,619
48,619
49,619
Total:,614
0,614
1,613
2,614
3,614
4,614
5,613
6,614
7,614
8,614
9,614
10,614
11,614
12,614
13,614
14,614
15,614
16,614
17,614
18,614
19,614
20,614
21,614
22,614
23,614
24,614
25,614
26,614
27,614
28,614
29,614
30,614
31,614
32,614
33,614
34,614
35,614
36,614
37,614
38,614
39,614
40,614
41,614
42,614
43,614
44,614
45,614
46,614
47,614
48,614
49,614
