Total:,604
0,604
1,604
2,604
3,604
4,604
5,604
6,604
7,604
8,604
9,604
10,604
11,604
12,604
13,604
14,604
15,604
16,604
17,604
18,604
19,604
20,604
21,604
22,604
23,604
24,604
25,604
26,604
27,604
28,604
29,604
30,604
31,604
32,604
33,604
34,604
35,604
36,604
37,604
38,604
39,604
40,604
41,604
42,604
43,604
44,604
45,604
46,604
47,604
48,604
49,604
Total:,602
0,602
1,602
2,602
3,602
4,602
5,602
6,602
7,602
8,602
9,602
10,602
11,602
12,602
13,602
14,602
15,602
16,602
17,602
18,602
19,602
20,602
21,602
22,602
23,602
24,602
25,602
26,602
27,602
28,602
29,602
30,602
31,602
32,602
33,602
34,602
35,602
36,602
37,602
38,602
39,602
40,602
41,602
42,602
43,602
44,602
45,602
46,602
47,602
48,602
49,602
Total:,601
0,601
1,601
2,601
3,601
4,601
5,601
6,601
7,601
8,601
9,601
10,601
11,601
12,601
13,601
14,601
15,601
16,601
17,601
18,601
19,601
20,601
21,601
22,601
23,601
24,601
25,601
26,601
27,601
28,601
29,601
30,601
31,601
32,601
33,601
34,601
35,601
36,601
37,601
38,601
39,601
40,601
41,601
42,601
43,601
44,601
45,601
46,601
47,601
48,601
49,601
