Total:,619
0,619
1,619
2,619
3,619
4,619
5,619
6,619
7,619
8,619
9,619
10,619
11,619
12,619
13,619
14,619
15,619
16,619
17,619
18,619
19,619
20,619
21,619
22,619
23,619
24,619
25,619
26,619
27,619
28,619
29,619
30,619
31,619
32,619
33,619
34,619
35,619
36,619
37,619
38,619
39,619
40,619
41,619
42,619
43,619
44,619
45,619
46,619
47,619
48,619
49,619
Total:,615
0,615
1,615
2,615
3,615
4,615
5,615
6,615
7,615
8,615
9,615
10,615
11,615
12,615
13,615
14,615
15,615
16,615
17,615
18,615
19,615
20,615
21,615
22,615
23,615
24,615
25,615
26,615
27,615
28,615
29,615
30,615
31,615
32,615
33,615
34,615
35,615
36,615
37,615
38,615
39,615
40,615
41,615
42,615
43,615
44,615
45,615
46,615
47,615
48,615
49,615
Total:,612
0,612
1,612
2,612
3,612
4,612
5,612
6,612
7,612
8,612
9,612
10,612
11,612
12,612
13,612
14,612
15,612
16,612
17,612
18,612
19,612
20,612
21,612
22,612
23,612
24,612
25,612
26,612
27,612
28,612
29,612
30,612
31,612
32,612
33,612
34,612
35,612
36,612
37,612
38,612
39,612
40,612
41,612
42,612
43,612
44,612
45,612
46,612
47,612
48,612
49,612
Total:,619
0,619
1,619
2,619
3,619
4,619
5,619
6,619
7,619
8,619
9,619
10,619
11,619
12,619
13,619
14,619
15,619
16,619
17,619
18,619
19,619
20,619
21,619
22,619
23,619
24,619
25,619
26,619
27,619
28,619
29,619
30,619
31,619
32,619
33,619
34,619
35,619
36,619
37,619
38,619
39,619
40,619
41,619
42,619
43,619
44,619
45,619
46,619
47,619
48,619
49,619
Total:,615
0,615
1,615
2,615
3,615
4,615
5,615
6,615
7,615
8,615
9,615
10,615
11,615
12,615
13,615
14,615
15,615
16,615
17,615
18,615
19,615
20,615
21,615
22,615
23,615
24,615
25,615
26,615
27,615
28,615
29,615
30,615
31,615
32,615
33,615
34,615
35,615
36,615
37,615
38,615
39,615
40,615
41,615
42,615
43,615
44,615
45,615
46,615
47,615
48,615
49,615
Total:,612
0,612
1,612
2,612
3,612
4,612
5,612
6,612
7,612
8,612
9,612
10,612
11,612
12,612
13,612
14,612
15,612
16,612
17,612
18,612
19,612
20,612
21,612
22,612
23,612
24,612
25,612
26,612
27,612
28,612
29,612
30,612
31,612
32,612
33,612
34,612
35,612
36,612
37,612
38,612
39,612
40,612
41,612
42,612
43,612
44,612
45,612
46,612
47,612
48,612
49,612
